ORDERDATE,SALES,PRODUCTLINE,DEALSIZE,COUNTRY
2003-09-28,4407.5,Ships,Medium,Spain
2003-10-23,2812.8,Ships,Small,Sweden
2003-11-07,4055.04,Ships,Medium,Spain
2003-11-14,3891.66,Ships,Medium,USA
2003-11-26,2488.32,Ships,Small,Spain
2004-01-02,4447.4,Ships,Medium,France
2004-02-19,4187.22,Ships,Medium,USA
2004-03-20,4615.68,Ships,Medium,UK
2004-05-07,3245.4,Ships,Medium,USA
2004-06-17,2203.75,Ships,Small,Canada
2004-07-21,3446.0,Ships,Medium,Belgium
2004-08-20,1939.3,Ships,Small,Canada
2004-09-10,3473.78,Ships,Medium,USA
2004-10-14,2884.8,Ships,Small,UK
2004-10-29,2670.65,Ships,Small,France
2004-11-10,3440.0,Ships,Medium,Denmark
2004-11-21,2770.78,Ships,Small,USA
2004-12-02,2397.54,Ships,Small,Spain
2005-01-31,3275.56,Ships,Medium,Finland
2005-03-01,4143.6,Ships,Medium,Spain
2005-03-28,5192.64,Ships,Medium,France
2005-05-06,3029.04,Ships,Medium,USA
2003-02-11,2556.18,Ships,Small,Denmark
2003-04-16,3753.9,Ships,Medium,Singapore
2003-06-12,2562.3,Ships,Small,UK
2003-08-08,3245.58,Ships,Medium,USA
2003-09-28,2204.6,Ships,Small,Spain
2003-10-23,3003.0,Ships,Medium,Sweden
2003-11-07,2526.48,Ships,Small,Spain
2003-11-14,1747.9,Ships,Small,USA
2003-11-26,3267.25,Ships,Medium,Spain
2004-01-02,2818.53,Ships,Small,France
2004-02-19,2955.54,Ships,Small,USA
2004-03-20,2885.05,Ships,Small,UK
2004-05-07,3162.95,Ships,Medium,USA
2004-06-17,4071.5,Ships,Medium,Canada
2004-07-21,2969.46,Ships,Small,Belgium
2004-08-20,3396.44,Ships,Medium,Canada
2004-09-10,4692.6,Ships,Medium,USA
2004-10-14,3515.7,Ships,Medium,UK
2004-10-29,3380.69,Ships,Medium,France
2004-11-10,3204.57,Ships,Medium,Denmark
2004-11-21,2588.04,Ships,Small,USA
2004-12-02,2854.75,Ships,Small,Spain
2005-01-31,4025.6,Ships,Medium,Finland
2005-03-01,2864.4,Ships,Small,Spain
2005-03-28,3789.72,Ships,Medium,France
2005-05-06,2439.99,Ships,Small,USA
2003-02-17,2949.12,Planes,Small,Italy
2003-04-28,1539.72,Planes,Small,Austria
2003-06-16,2213.38,Planes,Small,USA
2003-08-10,2919.58,Planes,Small,USA
2003-10-06,3778.28,Planes,Medium,Finland
2003-10-28,3233.49,Planes,Medium,USA
2003-11-08,3431.25,Planes,Medium,France
2003-11-27,2546.8,Planes,Small,Philippines
2004-01-12,2953.86,Planes,Small,Japan
2004-02-19,3183.29,Planes,Medium,USA
2004-04-02,2466.7,Planes,Small,Canada
2004-05-11,2363.22,Planes,Small,USA
2004-06-24,2487.45,Planes,Small,Spain
2004-07-23,2249.05,Planes,Small,France
2004-08-21,2061.12,Planes,Small,Norway
2004-09-15,4071.14,Planes,Medium,Germany
2004-10-15,2656.29,Planes,Small,USA
2004-11-01,2736.36,Planes,Small,UK
2004-11-12,3348.93,Planes,Medium,Italy
2004-11-23,2893.0,Planes,Small,Japan
2004-12-03,1661.22,Planes,Small,USA
2004-12-17,4277.35,Planes,Medium,Australia
2005-01-31,2502.9,Planes,Small,Finland
2005-03-01,3801.6,Planes,Medium,Spain
2005-03-30,3144.96,Planes,Medium,France
2005-04-03,2031.4,Planes,Small,USA
2005-05-10,2674.17,Planes,Small,Italy
2003-02-17,2526.72,Planes,Small,Italy
2003-04-28,1348.76,Planes,Small,Austria
2003-06-16,875.91,Planes,Small,USA
2003-08-10,1874.05,Planes,Small,USA
2003-10-06,1671.44,Planes,Small,Finland
2003-10-23,1668.4,Planes,Small,Sweden
2003-11-08,2301.75,Planes,Small,France
2003-11-14,1459.92,Planes,Small,UK
2003-11-26,1209.59,Planes,Small,Spain
2004-01-09,2145.12,Planes,Small,USA
2004-02-19,1416.39,Planes,Small,USA
2004-05-08,1843.52,Planes,Small,USA
2004-06-24,1199.31,Planes,Small,Spain
2004-07-21,1875.2,Planes,Small,USA
2004-08-20,2477.23,Planes,Small,Canada
2004-09-15,948.99,Planes,Small,Germany
2004-10-14,1823.42,Planes,Small,USA
2004-11-01,1485.8,Planes,Small,UK
2004-11-15,3789.72,Planes,Medium,USA
2004-11-23,2060.37,Planes,Small,Japan
2004-12-03,2579.36,Planes,Small,USA
2004-12-17,2189.6,Planes,Small,Australia
2005-01-31,1624.25,Planes,Small,Finland
2005-03-01,4357.5,Planes,Medium,Spain
2005-03-30,1367.48,Planes,Small,France
2005-04-01,1122.4,Planes,Small,USA
2005-05-09,2419.62,Planes,Small,Australia
2003-02-11,1419.5,Ships,Small,Denmark
2003-04-16,2184.0,Ships,Small,Singapore
2003-06-12,2079.04,Ships,Small,UK
2003-08-08,1724.97,Ships,Small,USA
2003-09-28,3003.0,Ships,Medium,Spain
2003-10-23,1846.42,Ships,Small,Sweden
2003-11-07,2009.2,Ships,Small,Spain
2003-11-14,1804.04,Ships,Small,USA
2003-11-26,2109.66,Ships,Small,Spain
2004-01-02,2682.96,Ships,Small,France
2004-02-19,2280.24,Ships,Small,USA
2004-03-20,1192.56,Ships,Small,UK
2004-05-07,1506.96,Ships,Small,USA
2004-06-17,1472.62,Ships,Small,Canada
2004-07-21,1696.82,Ships,Small,Belgium
2004-08-20,1693.56,Ships,Small,Canada
2004-09-09,1921.92,Ships,Small,Italy
2004-10-14,2082.85,Ships,Small,UK
2004-10-29,2227.6,Ships,Small,France
2004-11-10,3209.38,Ships,Medium,Denmark
2004-11-21,4080.72,Ships,Medium,USA
2004-12-02,2244.4,Ships,Small,Spain
2005-01-31,3978.51,Ships,Medium,Finland
2005-03-01,5417.57,Ships,Medium,Spain
2005-03-28,2116.16,Ships,Small,France
2005-05-06,3079.44,Ships,Medium,USA
